X,Y,FID,GCOMPID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,PIPECO,COMPID,OPERATOR,POSREL,NUM_UNITS,CERT_HP,PLANT_COST,EXP_FUEL,EXP_OTHER,GAS_COMPRE,OP_COMP_HR,OP_NUM_COM,OP_DATE_PE,EXP_POWER,ELEC_COMPR
-8674804.534,5159755.996,1133,GCOMP788,STATE LINE,671 ODONNELL ROAD,NOT AVAILABLE,GENESEE,PA,16923,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,POTTER,42105,USA,41.991832,-77.927095,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/24/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,4,4650,18012015,34382,595322,12151,35,1,1/2/2012 0:00,0,0
-12108614.05,4872637.086,1134,GCOMP789,RANGELY,67221 CO-139,SEC 5 T2S R96W,RANGELY,CO,81648,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,RIO BLANCO,8103,USA,40.04605473,-108.7735307,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/14/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.northwest.williams.com/,NORTHWEST PIPELINE GP,37,NORTHWEST PIPELINE GP,WITHIN 40 FEET,4,8000,12193604,382646,705607,134892,12791,3,4/14/2012 0:00,0,0
-12031016.65,4655048.41,1135,GCOMP79,OLATHE,11100 TRANSFER RD,NOT AVAILABLE,OLATHE,CO,81425,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MONTROSE,8085,USA,38.53336205,-108.0764614,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FROM 2, U.S. FEDERAL REGISTER. IMAGERY",8/17/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://pipeline2.kindermorgan.com/,TRANSCOLORADO GAS TRANSMISSION COMPANY LLC,63,TRANSCOLORADO GAS TRANSMISSION COMPANY LLC,WITHIN 40 FEET,1,3873,17859710,0,0,86466,2102,1,7/8/2012 0:00,0,0
-10843221.99,4262510.396,1136,GCOMP790,535 EDMOND,6724 N AIR DEPOT BLVD,NOT AVAILABLE,EDMOND,OK,73034,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,OKLAHOMA,40109,USA,35.72254172,-97.4063204,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,https://csi.sscgp.com/,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",43,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",WITHIN 40 FEET,3,4050,3744375,385428,408262,145157,15246,3,6/21/2012 0:00,0,0
-10887024.63,4774353.582,1137,GCOMP791,STATION 105 - GLASCO,673 DEER RD,NOT AVAILABLE,GLASCO,KS,67445,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CLOUD,20029,USA,39.36682801,-97.79980622,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/16/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.kindermorgan.com/,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,26,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,WITHIN 40 FEET,3,17100,15192189,0,0,422383,11432,3,,0,0
-9532471.674,5407999.819,1138,GCOMP792,GOODWELL,6759 E 5 MILE RD,NOT AVAILABLE,WHITE CLOUD,MI,49349,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,NEWAYGO,26123,USA,43.62765,-85.63165,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",10/21/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://anrebb.transcanada.com/,ANR PIPELINE COMPANY,48,ANR PIPELINE COMPANY,WITHIN 40 FEET,2,15000,26881615,347512,96456,144190,2109,2,2/29/2012 0:00,0,0
-8922472.806,3085498.55,1139,GCOMP793,STATION 21,6789 BELVEDERE RD.,NOT AVAILABLE,WEST PALM BEACH,FL,33413,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,PALM BEACH,12099,USA,26.695651,-80.15193694,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/18/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://fgttransfer.energytransfer.com/,"FLORIDA GAS TRANSMISSION COMPANY, LLC",34,"FLORIDA GAS TRANSMISSION COMPANY, LLC",WITHIN 40 FEET,2,13000,18046764,420153,545782,147538,3189,1,1/3/2012 0:00,0,0
-8167888.202,5076505.479,1140,GCOMP794,BROOKFIELD,68 HIGH MEADOW RD,NOT AVAILABLE,BROOKFIELD,CT,6804,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BROOKFIELD,9001,USA,41.43357308,-73.37338811,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/17/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.iroquois.com/,IPOC AS AGENT/IROQUOIS GAS TRANS. SYS. L.P.,110,IPOC AS AGENT/IROQUOIS GAS TRANS. SYS. L.P.,WITHIN 40 FEET,2,18010,55458341,0,301858,897573,13894,2,11/1/2012 0:00,-999,897408
-10292565.1,3805854.001,1141,GCOMP795,CHATHAM,681 LA-146,2.12 MI NW OF CHATHAM,CHATHAM,LA,71226,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,JACKSON,22049,USA,32.32352778,-92.45968541,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",9/18/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://tigertransfer.energytransfer.com/,"ETC TIGER PIPELINE, LLC",63,"ETC TIGER PIPELINE, LLC",WITHIN 40 FEET,7,46925,90799246,54463,873155,17104,217,0,1/6/2012 0:00,0,0
-8855931.699,4924999.714,1142,GCOMP796,ROCK SPRINGS,6810 WILLIAM PENN HWY,NOT AVAILABLE,GREENSBURG,PA,15601,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WESTMORELAND,42129,USA,40.405193,-79.554188,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",10/14/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,2,4740,21568766,8792,183831,3040,53,2,8/28/2012 0:00,0,0
-9851506.303,3552813.714,1143,GCOMP797,PASCAGOULA,6812 STENNIS BOULEVARD,NOT AVAILABLE,MOSS POINT,MS,39562,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,JACKSON,28059,USA,30.38251316,-88.49758684,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/25/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.destin-pipeline.com/,"DESTIN PIPELINE COMPANY, L.L.C.",63,"DESTIN PIPELINE COMPANY, L.L.C.",WITHIN 40 FEET,4,25400,34168463,0,0,322493,8278,1,9/18/2012 0:00,606039,667680
-8855347.019,4923834.607,1144,GCOMP798,OAKFORD,6814 ROUTE 22,NOT AVAILABLE,DELMONT,PA,15626,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WESTMORELAND,42129,USA,40.39722263,-79.54893573,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/24/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 1 MILE,15,43800,51751547,706585,4405308,229296,43418,15,1/4/2012 0:00,0,0
-9668128.611,4830928.793,1145,GCOMP799,R28354012 AT BAINBRIDGE,6821 N COUNTY ROAD 25 W,NOT AVAILABLE,BAINBRIDGE,IN,46105,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,PUTNAM,18133,USA,39.75863,-86.850277,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.tallgrassenergylp.com/,ROCKIES EXPRESS PIPELINE LLC,575,ROCKIES EXPRESS PIPELINE LLC,WITHIN 40 FEET,2,31654,46722543,0,0,892469,6770,2,4/1/2012 0:00,0,0
-10093166.58,3405787.756,1146,GCOMP8,COCODRIE,.86 MILES SW OF COCODRIE,NOT AVAILABLE,COCODRIE,LA,70344,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,TERREBONNE,22109,USA,29.236547,-90.668458,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",10/7/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://infopost.bwpmlp.com/,"GULF SOUTH PIPELINE COMPANY, LP",11,"GULF SOUTH PIPELINE COMPANY, LP",WITHIN 40 FEET,1,3594,1163456,0,0,0,0,0,,0,0
-11750566.96,5365332.067,1147,GCOMP80,PYTHON,1116 JENNE TRAIL RD,NOT AVAILABLE,DOUGLAS,WY,82633,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CONVERSE,56009,USA,43.3495689,-105.557139,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/17/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.migc.com/,"MIGC, LLC",47,"MIGC, LLC",WITHIN 40 FEET,1,2225,4051917,0,114000,0,0,0,,0,0
-9913472.547,5277454.453,1148,GCOMP800,JANESVILLE,6827 CONSOLIDATED SCHOOL ROAD,NOT AVAILABLE,JANESVILLE,WI,53545,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ROCK,55105,USA,42.77280707,-89.05423908,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",10/21/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://anrebb.transcanada.com/,ANR PIPELINE COMPANY,48,ANR PIPELINE COMPANY,WITHIN 40 FEET,3,5370,13303057,60611,220696,21599,1321,2,1/19/2012 0:00,0,0
-9379053.935,3971363.489,1149,GCOMP801,NO. 120 STOCKBRIDGE,683 VALLEY HILL RD.,NOT AVAILABLE,STOCKBRIDGE,GA,30281,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,HENRY,13151,USA,33.571159,-84.253475,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/25/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.1line.williams.com/,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",29,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",WITHIN 40 FEET,18,71240,92275815,6622332,3977119,2486976,121428,18,1/25/2013 0:00,2856439,55365182
-10893313.04,4729658.136,1150,GCOMP802,TESCOTT,685 N 40TH RD,NOT AVAILABLE,TESCOTT,KS,67484,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,OTTAWA,20143,USA,39.05573399,-97.85629602,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/15/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.northernnaturalgas.com/,NORTHERN NATURAL GAS COMPANY,59,NORTHERN NATURAL GAS COMPANY,WITHIN 40 FEET,5,33900,15978274,260366,209596,85188,588,2,1/19/2012 0:00,37845,418880
-8670965.459,5149873.809,1151,GCOMP803,ELLISBURG,685 PUMP STATION RD,NOT AVAILABLE,ELLISBURG,PA,16923,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,POTTER,42105,USA,41.925818,-77.892608,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/25/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,8,18400,15923093,796878,2491929,297318,19024,7,3/20/2012 0:00,0,0
-9656936.297,4362082.002,1152,GCOMP804,RIDGETOP,6851 HALL RD,NOT AVAILABLE,GREENBRIER,TN,37073,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ROBERTSON,47147,USA,36.4453995,-86.74973473,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/22/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.spectraenergy.com/,"EAST TENNESSEE NATURAL GAS, LLC",2,"EAST TENNESSEE NATURAL GAS, LLC",WITHIN 40 FEET,3,3000,3423022,21463,0,6839,858,0,1/3/2012 0:00,0,0
-9088054.319,4880419.511,1153,GCOMP805,GUERNSEY,68523 MOUNTAIN HERMAN RD.,NOT AVAILABLE,CAMBRIDGE,OH,43725,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GUERNSEY,39059,USA,40.09955229,-81.63938098,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/28/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.columbiapipeinfo.com/,"COLUMBIA GAS TRANSMISSION,LLC",21,"COLUMBIA GAS TRANSMISSION,LLC",WITHIN 40 FEET,2,880,1234237,21017,590462,7436,1607,1,9/20/2012 0:00,0,0
-11678314.25,5010937.281,1154,GCOMP806,573 CHEYENNE,68604 I-25 ACCESS RD,NOT AVAILABLE,CARR,CO,80612,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WELD,8123,USA,40.99047806,-104.9080818,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/9/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,https://csi.sscgp.com/,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",43,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",WITHIN 40 FEET,1,2400,4229979,417481,370666,159341,8281,1,6/3/2012 0:00,0,0
-9095093.177,3660373.942,1155,GCOMP807,TRANSMISSION:BROOKMAN,6864 US-82 W,NOT AVAILABLE,BRUNSWICK,GA,31523,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GLYNN,13127,USA,31.21247518,-81.70261211,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://ixsnp.sonetpremier.com/,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",7,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,1,10000,20397127,0,311089,0,891,1,4/2/2012 0:00,145853,2566844
-9392791.873,4788698.828,1156,GCOMP808,R28374013 AT HAMILTON,688 TODHUNTER RD/SOUTH OF YANKEE RD,NOT AVAILABLE,HAMILTON,OH,45011,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BUTLER,39017,USA,39.466383,-84.376885,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",9/30/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.tallgrassenergylp.com/,ROCKIES EXPRESS PIPELINE LLC,575,ROCKIES EXPRESS PIPELINE LLC,WITHIN 40 FEET,2,35000,53408255,0,0,0,3984,2,3/10/2012 0:00,-999,48383449
-9696756.282,4222411.259,1157,GCOMP809,MT. PLEASANT,693 PARRISH HOLLOW ROAD,NOT AVAILABLE,LYNNVILLE,TN,38472,8146,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GILES,47055,USA,35.42956229,-87.10744375,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/1/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,3,50000,18292328,0,0,0,5728,0,,7349786,52813640
-11497565.36,3855035.317,1158,GCOMP81,MONUMENT,11285 W CARLSBAD HWY,NOT AVAILABLE,HOBBS,NM,88240,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,LEA,35025,USA,32.69609903,-103.284387,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/24/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://twtransfer.energytransfer.com/,"TRANSWESTERN PIPELINE COMPANY, LLC",42,"TRANSWESTERN PIPELINE COMPANY, LLC",WITHIN 40 FEET,2,2200,2558822,0,25778,0,0,0,,0,0
-11596799.84,4809077.723,1159,GCOMP810,LATIGO,69500 E COUNTY ROAD 38,NOT AVAILABLE,BYERS,CO,80103,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ARAPAHOE,8005,USA,39.60756653,-104.1758255,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",10/19/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://ebb.cigco.com/,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",32,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",WITHIN 40 FEET,4,4400,9225915,299666,480011,117340,13784,4,4/29/2012 0:00,0,0
-11485856.9,3732957.988,1160,GCOMP811,WINK,6963 COUNTY ROAD 201,NOT AVAILABLE,WINK,TX,79789,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WINKLER,48495,USA,31.768478,-103.179208,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/21/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,https://pipeportal.kindermorgan.com/,"EL PASO NATURAL GAS COMPANY, L.L.C.",33,"EL PASO NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,3,23100,23052220,1642069,274027,589349,11897,1,2/4/2012 0:00,0,0
-9063250.039,4636394.208,1161,GCOMP812,COCO,7 COCO RD.,NOT AVAILABLE,ELKVIEW,WV,5071,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,KANAWHA,54039,USA,38.40215901,-81.41656034,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/29/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.columbiapipeinfo.com/,"COLUMBIA GAS TRANSMISSION,LLC",21,"COLUMBIA GAS TRANSMISSION,LLC",WITHIN 40 FEET,7,9500,44519699,498667,1741948,192049,21834,7,4/10/2012 0:00,0,0
-12094883.8,4286175.135,1162,GCOMP813,GALLUP,7 MI N OF TOHATCHI,RIGHT OFF OF US-491,TOHATCHI,NM,87325,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MCKINLEY,35031,USA,35.89494178,-108.6501897,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/24/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://twtransfer.energytransfer.com/,"TRANSWESTERN PIPELINE COMPANY, LLC",42,"TRANSWESTERN PIPELINE COMPANY, LLC",WITHIN 40 FEET,1,10000,12804832,0,560420,0,0,0,,333780,211210
-11607194.87,3864871.599,1163,GCOMP814,ATOKA 2,7.5 MILES EAST OF ATOKA,NOT AVAILABLE,ATOKA,NM,88210,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,EDDY,35015,USA,32.77042788,-104.2692056,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE, IMAGERY",9/30/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://twtransfer.energytransfer.com/,"TRANSWESTERN PIPELINE COMPANY, LLC",42,"TRANSWESTERN PIPELINE COMPANY, LLC",WITHIN 40 FEET,4,3670,6117822,187150,521861,199631,18076,3,7/19/2012 0:00,0,0
-8963575.948,4860726.122,1164,GCOMP815,MAJORSVILLE,70 CALI'S MAJORSVILLE RD.,NOT AVAILABLE,WEST FINLEY,PA,15377,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MARSHALL,42125,USA,39.96409561,-80.52117274,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",9/28/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.columbiapipeinfo.com/,"COLUMBIA GAS TRANSMISSION,LLC",21,"COLUMBIA GAS TRANSMISSION,LLC",WITHIN 40 FEET,1,360,1165455,0,252394,0,0,0,,0,0
-9939102.991,4224645.859,1165,GCOMP816,BROWNSVILLE,70 PUMPING STATION ROAD,NOT AVAILABLE,BROWNSVILLE,TN,38012,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,HAYWOOD,47075,USA,35.4459173,-89.28448128,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",10/28/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://anrebb.transcanada.com/,ANR PIPELINE COMPANY,48,ANR PIPELINE COMPANY,WITHIN 40 FEET,8,31933,21841399,3292032,2242878,1239667,34064,7,11/16/2012 0:00,0,0
-10590111.36,4799746.328,1166,GCOMP817,501 ATCHISON,7002 LOGEMAN RD,NOT AVAILABLE,ATCHISON,KS,66002,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ATCHISON,20005,USA,39.54295493,-95.13258895,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,https://csi.sscgp.com/,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",43,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",WITHIN 40 FEET,5,1340,1732556,6292,166141,1987,587,1,12/21/2012 0:00,0,0
-9879678.606,3672307.798,1167,GCOMP818,SAND HILL,705 POPE ROAD RICHTON,NOT AVAILABLE,RICHTON,MS,39476,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GREENE,28041,USA,31.30411678,-88.75066294,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/25/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.destin-pipeline.com/,"DESTIN PIPELINE COMPANY, L.L.C.",63,"DESTIN PIPELINE COMPANY, L.L.C.",WITHIN 40 FEET,2,9400,16852033,0,0,651253,14237,2,10/29/2012 0:00,571432,376224
-9473744.359,4065524.945,1168,GCOMP819,ROME,706 MORAN LAKE ROAD NORTH EAST,NOT AVAILABLE,ROME,GA,30161,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,FLOYD,13115,USA,34.27304838,-85.10409355,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://ixsnp.sonetpremier.com/,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",7,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,1,3755,9117605,111924,113511,41602,1480,1,1/13/2012 0:00,0,0
-9834142.016,5639340.944,1169,GCOMP82,MOUNTAIN,11345 HIGHWAY 64 EAST,NOT AVAILABLE,SURING,WI,54174,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,OCONTO,55083,USA,45.11307825,-88.34160079,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",10/21/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://anrebb.transcanada.com/,ANR PIPELINE COMPANY,48,ANR PIPELINE COMPANY,WITHIN 40 FEET,2,22100,15916067,23041,417403,8319,203,2,1/20/2012 0:00,0,0
-9296199.26,4811841.555,1170,GCOMP820,WASHINGTON,708 PARROT ROAD NORTHWEST,NOT AVAILABLE,WASHINGTON,OH,43160,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,FAYETTE,39047,USA,39.62669204,-83.50917879,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",9/22/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,3,17100,15698496,6,277720,5,79,0,1/1/2015 0:00,0,0
-9915270.781,3913207.943,1171,GCOMP821,LOUISVILLE,709 METTS STREET,NOT AVAILABLE,LOUISVILLE,MS,39339,9747,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WINSTON,28159,USA,33.13478371,-89.07039289,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://ixsnp.sonetpremier.com/,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",7,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,16,16900,12416863,720013,1273002,248376,25151,2,9/5/2012 0:00,0,0
-9730952.879,4497508.173,1172,GCOMP822,HANSON FIELD,7095 BRAUN ROAD,NOT AVAILABLE,HANSON,KY,42413,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,HOPKINS,21107,USA,37.417831,-87.414637,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/27/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://infopost.bwpmlp.com/,"TEXAS GAS TRANSMISSION, LLC",18,"TEXAS GAS TRANSMISSION, LLC",WITHIN 40 FEET,2,3550,21495512,98921,592230,37131,1951,1,9/15/2012 0:00,0,0
